,normal,right_skewed,left_skewed
0,36.533393718921324,15.387887133385256,62.184980512876805
1,47.88545619541923,24.872342267109232,67.43469631330036
2,59.49561781631648,9.960045354308836,85.78749565956392
3,56.01956209697706,24.50993968645201,70.86567616926759
4,44.943067503063446,19.185749927819042,59.2880512043972
5,54.901091066907895,23.397933503502315,93.72043095873889
6,50.636603031761865,14.698727380852764,80.99054000259048
7,78.21599000208265,12.633755692697774,73.82451302051989
8,55.07259462568695,18.237877260180642,74.65268451120411
9,37.577550451822475,25.23241037230569,75.55700826521414
10,71.11587808719517,9.119567048820826,73.24256605134217
11,30.386935253207508,36.94234638451992,83.95896306994406
12,58.567691113604226,10.472458790423644,65.21565379343205
13,63.3867252489294,38.66274496943506,68.15991776240088
14,70.2331010520123,10.976632954403426,89.70661162863375
15,43.8851860251514,6.5925116246555255,84.58817019108199
16,45.58185903827898,11.978806928576295,63.07479026475321
17,56.62106689587988,18.5518721508985,66.3159642310754
18,52.345240467208264,11.334005721390389,74.940480391864
19,81.11278991242942,15.013124706768831,73.70153015403673
20,68.6526095398035,5.748588192487305,74.02405764445147
21,58.58743185114943,8.62618016442552,58.32125869364675
22,47.34776972383863,12.853107499524816,44.65448413983879
23,81.38153714031759,14.759251974286872,65.45847085069585
24,41.004133086767276,13.193867474626671,80.25226474895959
25,70.73097860747896,11.629917351250354,81.77484458815
26,68.48238405322054,11.037968284735285,86.68382451069138
27,68.29342646228064,21.929416640259134,90.42998259483245
28,46.37710687130209,33.001618543823405,88.34188750010678
29,39.10627091982123,38.166411645865885,63.0254222201988
30,59.471692611683245,42.252078316835416,93.90129355494578
31,40.207048681604704,46.56057934397871,79.59203158821282
32,45.36589873738773,16.76189566245283,72.57002112355411
33,61.30792926817321,19.374186412775646,81.88949867730496
34,51.15341460551964,18.278957190228866,80.79005146186068
35,65.94448015563233,11.129835899503142,76.24648974247678
36,67.76467415569938,25.368767317668013,87.31839001584251
37,62.91978100698834,15.901561716000352,55.95288188345617
38,46.54313940717173,8.415240332530582,75.31474487555518
39,54.90334831125876,20.793017593549862,49.89520527741342
40,50.14955757123466,25.138700342344695,86.22571685722097
41,76.26596395705208,18.960538995019128,70.06545147736483
42,47.44453816073545,58.41889228897889,86.96521881854193
43,78.38147228128797,29.3869722401067,58.87910175962955
44,56.76454458514333,15.77165600526113,94.64311359859107
45,21.506202521248195,11.09069557178528,73.2203678026851
46,51.361775177205025,1.930505982647366,49.39547529591124
47,67.50045202116502,14.271687962543236,76.74097742776587
48,63.82716788012234,23.016207699568923,63.95360124911266
49,53.93238331878304,6.086203676003762,87.00674574077938
50,42.54032674048155,20.208317726561127,81.35293036111644
51,36.27543080428784,6.913774732690288,88.96681536218753
52,65.84878077761593,56.08604153684068,71.33268403540514
53,40.59371467788488,24.76881139696343,83.17084038051193
54,38.06905670773443,14.347242342353342,87.12670570613747
55,67.1100157433075,19.398759171816433,73.31380827730601
56,66.89463175800348,63.493458234560265,89.06297348446716
57,56.81209272720318,44.67345827548542,94.42416626138119
58,62.291383868170534,12.006700423364123,75.43593616244473
59,39.631870933005295,17.265813466179765,89.09246298268924
60,51.77722372722052,12.751953530025755,47.62166296021611
61,50.36141237991936,6.707470949341291,62.379855547262785
62,65.5593075810495,17.14119868348769,74.5349035085301
63,66.33134134101728,11.70004565523964,78.04386290947944
64,39.12689056628033,33.34137723924984,81.8125207578848
65,35.586550502699325,29.764292710183692,79.54783138200077
66,50.550810465865034,24.904242728187402,81.91332741033021
67,50.73915849958425,10.570530925427306,53.00949122692488
68,51.215705413199466,8.264456089578726,88.9648637899759
69,43.42801170186561,18.403552971763613,54.03535659987314
70,50.301072993406606,11.304808971289832,64.9062728157723
71,50.66320082036432,12.712515146414512,95.87277734046165
72,72.33428090750137,7.607569287359104,74.0789229772085
73,53.4924854372693,2.655525230130883,71.9346717322913
74,62.76636375879575,11.633079701983469,52.96759078697576
75,62.25851871067879,16.084931559111997,82.81827751187907
76,52.476853891657406,35.0393966512294,60.32827366131157
77,58.395321094986585,16.174424855771257,65.31959114388766
78,36.81379327016342,37.05953070313412,94.44834774109417
79,40.99409790782529,28.709234330497257,48.297479201241124
80,73.341113600994,18.579243623880114,75.75982110900215
81,42.56721805447625,23.80694864804812,79.70305407884533
82,58.4738434389281,40.185183575371695,61.98616660963001
83,69.61916648699726,67.06212235045005,76.82015544633214
84,37.08640452400422,32.24952848222633,90.80801113484934
85,63.530298276839744,7.828740110855905,71.6532564377443
86,82.3289463070066,33.087179789726676,86.65481827912296
87,27.593950030277227,35.4955515013389,82.17265369514958
88,71.83359636865009,10.260887064872188,74.10399504330279
89,47.6975300072714,42.314144762185094,71.57077780170962
90,27.224589238517932,4.675368234363611,78.34420728865325
91,28.709564237595643,20.309642246951455,83.3897497590298
92,39.816207095779596,15.20778472011215,72.85571277615618
93,62.783234893631246,11.173843252954589,68.47892860914992
94,56.687457779583774,20.890813060317456,81.92387925389724
95,59.915801577879094,63.41458845550135,86.47571569747717
96,46.39474630079711,20.57609227383689,59.87434241345632
97,58.26657081364517,30.07868803663401,88.91998490146617
98,49.459795055329685,6.510159720310484,82.40220846860814
99,59.60251786365384,20.724834912291904,88.17676220057282
100,30.937640489327396,22.114646362291023,64.05733088941967
101,45.923323472186816,16.502124714070682,74.23510947814226
102,28.931340914698644,36.31083676259052,46.0640931610839
103,62.964115221784525,27.91972920343128,18.889477534771103
104,62.35174227234138,26.97001496676218,57.46220605270091
105,47.2818079901252,40.373354966775345,73.11754197988861
106,62.80850577763669,23.783499412783467,77.95878219903733
107,59.31866037259989,13.22415745746087,89.4717596678919
108,39.944432638241544,13.90875233318661,86.86930001848403
109,53.70612966497532,46.66039588382981,70.25073203043254
110,62.92705850835717,51.91034826092532,72.9189164898911
111,64.48582947315955,9.798773967815647,35.13971713118041
112,41.36259625043731,28.05995991608726,89.6572172743441
113,52.0722715450532,9.928559754573492,34.23512112087357
114,45.960819946226884,14.084005272457228,94.01632547043258
115,58.03879768128439,35.403334193768586,81.87054233865724
116,36.11779102286807,4.909344195381362,84.33033667550771
117,39.84728684446582,21.812002771668567,19.865462763710205
118,50.23915169217479,27.982337243507725,95.22482392441383
119,59.65247026689385,64.62551199266036,93.29881603166328
120,53.86743199167552,16.014228523303775,72.38924775787848
121,67.45170512616713,19.08873976710388,75.03846958828127
122,70.53562283722131,18.537148181208078,69.97472547836168
123,51.69767276023395,29.214775946944222,88.61178559160953
124,65.08031824889599,27.96902725124119,81.53581521005584
125,48.91500233624552,25.077405004950172,88.69978207831218
126,62.97501281073854,23.19301475722095,80.25370606671865
127,66.4761737292322,15.58731763312426,68.20065266270954
128,57.12086225522282,18.23724479105106,92.93593411785533
129,68.66861083367029,14.12457704740627,91.59290208133406
130,47.200650632229845,31.1745008450465,66.74395677897687
131,73.70712271417345,28.363123747870546,66.39197611151924
132,43.70635155010304,30.13820851503395,79.9980743095121
133,60.414138494049894,23.385832447372213,72.99994496886887
134,62.32424951810683,43.27542133264888,83.98027633961858
135,67.40619363850497,37.726693485219776,63.30481193569134
136,51.86131238083207,9.913919409197712,63.61858665034335
137,45.852235587231455,29.312101335668316,56.78628889711482
138,48.17903128083895,6.099059444407671,56.17669661128083
139,77.09495375084597,7.111389915356766,59.12733480425647
140,70.07190065243408,30.278220020475672,91.2536330822459
141,51.30377031241922,28.227071061463267,59.940872485680984
142,95.61105801750271,23.229744124756902,70.9225516375753
143,32.526191642676025,34.55982183238726,74.09814466553036
144,41.22731900263022,3.201208187545696,70.5767215789504
145,51.293695764716176,55.67266629490231,72.81135129298262
146,55.533114375050076,34.3562491880859,91.05819596168116
147,59.20136781609312,13.45942414884127,47.103326546843924
148,53.551604535660246,46.58274780853887,62.17339925732913
149,54.486909910653004,38.87293783114816,47.21857338701043
150,37.74152328092269,11.220360964279683,89.36369290769723
151,76.90303747688259,38.06443888667509,56.07799820498841
152,66.97364458494835,21.20750928723011,78.18981515953269
153,77.3730065527073,18.07194920641516,93.44234538640977
154,24.54512934640849,36.119998137495585,75.28442265417675
155,52.425072522251945,11.190436257620009,85.16687730429747
156,57.055396537266745,11.01120745300691,86.97355957547158
157,68.53543854457529,22.09957491415397,86.25387516867104
158,51.417626289884936,23.95790458209842,78.15196491198503
159,51.58183500912615,15.48195355859633,61.94364785589714
160,42.24845847170813,36.49442391915694,87.7765731395986
161,41.57481600257527,19.46325660770061,94.69050947927242
162,60.94126418041624,48.699105917755844,90.79223938986274
163,46.74873738694622,5.117021437004278,79.43401558614565
164,56.49949537314911,23.776441602853644,75.75659581079125
165,64.47412631355853,12.809061752595122,75.1331654340254
166,31.869423748765254,6.097379518195328,84.3047955756272
167,41.92097360124468,29.29696259101365,83.01544043636095
168,63.56352024852532,16.864141979574548,91.7473633923993
169,58.85097689805696,14.657996934156813,84.85297975478065
170,37.38361671352649,32.69322398246434,72.59829066913694
171,61.066748371403904,24.269942186014916,71.82491181889749
172,57.10452674721971,10.638809326427799,78.45201549765032
173,49.38998085220969,5.069791097813814,77.31207422289225
174,52.23360972631785,25.841619297056607,80.32043050323007
175,47.41321744311742,50.908064248189,78.79015818685347
176,39.09040175816392,6.935961724395148,57.93761280901456
177,31.138617674004642,5.412595260598523,94.10459182268809
178,42.893108969125564,45.00857688808877,92.94219714430892
179,74.23643335307784,28.70764674014799,84.88976194828018
180,48.68936923337491,5.732609763811086,91.4702100814939
181,55.638278239531026,6.935895084143512,83.23742949932537
182,49.06155140387996,22.895130993709486,55.43836875655598
183,41.96856263927958,30.033130154814806,73.68748197395047
184,75.69662561604687,20.151137336921654,71.26317016582883
185,20.765583734511548,38.29505642072109,94.17462552435643
186,42.52888982028959,11.802134203491537,66.36477418166697
187,48.236748876314,9.031057780863549,73.52159955196541
188,61.482594175879655,27.474747303401774,52.38195780686967
189,69.76476018426567,18.763988285738982,85.76388535746372
190,78.81848466302071,10.88691093732331,49.97678049389124
191,48.282322685983516,9.427440382722379,88.24115538693128
192,75.21625489316162,7.415001215715409,67.07738239014232
193,46.46150172299594,37.86742951495036,85.70497996984102
194,41.98134803570679,7.315512729100925,85.42206115061177
195,48.35740920809632,20.931090570051786,66.67510291538413
196,71.58851048667493,77.66001639064594,79.90211866963696
197,55.653816958163794,4.369255366295134,45.43346382869399
198,53.79062411100703,21.305983271444358,89.66309070602661
199,58.933851351189226,14.030143805652845,54.4247580909547
200,51.91997614419797,4.628592384620199,89.06097246463432
201,25.85863574560342,7.6041310784966525,66.4563453175508
202,45.36323780606412,4.75294859920791,93.48703207579722
203,57.74689154074435,29.254204756480174,54.69518434941566
204,55.631613180126095,39.9775626806422,50.81405159666028
205,36.985156164892565,13.294868055246416,79.0658216308044
206,46.43690178729762,23.44226296943796,48.66987287368519
207,34.615117958911156,13.666084277756458,99.64563735386857
208,46.189405352274726,15.34515284237152,82.58595261901314
209,56.0594417345604,16.993747776087165,54.000575946312914
210,71.35396627145289,16.328989099977832,85.53863720329446
211,48.947984627044846,9.627815806292714,92.75956567617479
212,63.57351666121613,12.101185775309462,74.07187055680726
213,35.52067102269568,34.130739042662405,85.7331090683439
214,70.03812499901207,8.470902704592469,88.0358195060665
215,44.462126326403684,34.11041266169257,72.3667500034898
216,57.76912404605642,20.43885132017098,76.01214455774092
217,36.93540165241396,21.669572453853792,88.64492476854362
218,65.79143262130485,22.06285583107328,48.26641895245705
219,47.03590551908533,16.393095078042865,85.89826097669287
220,73.17224040474434,29.77493529488045,73.77712965803785
221,60.409372789595196,26.454838333093218,71.9026172275379
222,36.67373530510309,26.391389721095365,57.45147071531673
223,45.13014784239283,15.57308435026658,71.79643812840074
224,35.478370427831585,31.4267532875843,66.86247594302334
225,67.21186435450507,7.7620385705889765,69.45526329787852
226,54.972191062454414,7.739379883865495,78.92026409808967
227,75.6747275099128,52.92692392297743,70.62892197836142
228,77.03871229547245,21.433720984763806,92.50375577183941
229,38.744592211394426,25.283215593461023,67.10136641809702
230,73.43221075768757,17.44516079671194,82.5221394231791
231,66.46756769944454,19.776814591134716,81.63568363163056
232,55.79625115608713,11.338194540015746,75.55199484291282
233,61.621057826368656,8.702456488855507,73.84379144072646
234,50.44322453341675,6.347668437655287,78.8308926567765
235,71.76805567136965,60.180588626897766,78.21294900858416
236,67.25700888850781,37.50901666419671,63.62346951580312
237,64.68840719668967,15.340848593599848,63.36490497129271
238,86.50843562946216,16.151089155171274,73.97062346288202
239,47.93793355884029,10.133437106015418,71.53640347531713
240,46.08868594146755,46.35009164031599,95.97232305803482
241,77.33567615036114,53.95266472796859,47.749730553836805
242,40.28543675577403,15.363306821157568,75.5893605334324
